Date,AAPL,MSFT,GOOGL,AMZN,NVDA,META,TSLA,AVGO,ADBE,NFLX,ORCL,CSCO,INTC,AMD,QCOM,DIS,KO,PEP,PG,JNJ,MRK,ABBV,UNH,HD,WMT,COST,XOM,CVX,JPM,V,MA,BRK-B
2024-04-03,2619718159318.125,3129695454500.4375,1932177684375.7031,1894765613668.5938,222409992218.01758,1291888022826.9375,536254958444.8125,63174012654.44238,222660484375.0,27267341829.071045,346971890469.0293,197357521937.55078,170515247741.69922,292149640489.53516,194083564086.91406,218245023964.9834,257938506551.3047,233226838588.14844,367424043647.90625,371732644626.3633,328989920541.9922,313989364904.87695,423849935512.5781,356672042213.62695,478889916811.7617,312976338842.77344,473363324108.8867,297980405901.3906,571177363926.1914,568895214079.4922,445381326444.0664,908647129456.1875
2024-04-04,2606901590066.25,3112044423568.5,1877425173690.4688,1869731942400.0,214762496948.2422,1302544615956.961,544949421581.60156,61055715696.0,219164904702.36328,26707350943.756104,341337457649.1094,194806527983.10938,167978438064.5752,268004504465.80078,189452153869.6289,214778184029.47266,257021020744.4297,235618402166.33203,365776936895.9531,375758477440.0,324437690592.0781,297292121506.41016,419830316707.71094,354471952237.15234,479453977856.0,315102519860.84375,475029809643.5547,298444723405.3906,563544357267.6172,562815184384.0,438244679623.58203,898009092971.8594
2024-04-05,2618637348876.5625,3161800719933.4688,1901995225600.0,1922396134857.1875,220020008087.1582,1344405963177.9219,525171854199.9844,62071994763.53906,218269550402.1211,27531325693.206787,343288897198.69336,196588165973.11328,163665876129.1504,275422581294.1992,191427478637.6953,217144432750.1045,257931209272.9453,234910096271.0332,367306421376.09375,375487437034.33984,325276344466.6211,301010497280.0,420162199448.5781,354660250542.10156,482274283077.1914,319054249922.9375,481576751697.99805,300134845921.47656,568729031913.8086,569264994323.1562,445129427374.8789,905144359736.0938
2024-04-08,2601187927019.0625,3154890465215.1562,1931304736347.6562,1923642572099.0625,217832508087.1582,1323781167424.0,550904963360.7891,61917679023.96973,217891611696.53027,27195070988.311768,341777208337.30664,195332926993.55078,161675916397.5996,274582181572.66406,193759914550.78125,215255105956.28027,256890998535.7422,235521193682.9004,367165210022.2969,373516237502.03906,320530912216.7969,300656372686.7949,420401911296.0,358802752763.2539,481710222032.9531,318200434597.5781,478323124108.8867,299521943415.4336,571695809415.332,570538507703.4375,446715355217.1211,899414516305.9766
2024-04-09,2620027063283.4375,3167447926847.7188,1953130911067.6562,1928628479565.7031,213384990692.13867,1317790116052.6562,563325673580.8125,61824069906.96387,220662394531.25,26753223067.93213,338698890611.5254,202499979502.44922,163165830601.60156,276004392692.1328,195936128173.82812,216392377014.17578,258506997616.79688,236951707536.9668,368624106777.65625,368922523355.4961,320910812081.2988,301258387197.041,423831506960.92773,358178428653.2207,481790819747.28516,319252302771.24023,480822852410.8887,300877742592.0,567864912147.6172,568402257334.9297,440474305245.47266,896646890083.9531
2024-04-10,2590841882615.625,3145008079874.25,1947393661405.2344,1931536938796.1719,217597503662.10938,1325259868820.8594,547019515653.58594,61281401492.82422,218274560546.875,26769668819.58008,334631086656.0,199260630681.33594,158355563081.33398,270121643962.0664,190679760681.15234,214961625228.35156,255044064214.8047,234646211371.16602,369988862630.4844,363859507026.3164,321012120000.0,299292964634.08203,414916392646.72266,347415816527.0508,488478985302.834,320467127899.41406,484870035891.1133,302122110101.95703,561407457698.6094,563801160558.3672,437684967180.0664,884581721064.2812
2024-04-11,2702949988305.9375,3179708107390.3125,1988177481168.5938,1963737941203.8281,226539993286.1328,1333749292246.0781,556064356232.0156,64066099478.291016,216957439453.125,27211082566.833496,338726360613.0293,200556370209.78125,160186018432.26758,275551875456.0,195445085449.21875,214888251547.71973,255606793369.50195,233826794928.9668,366694613222.34375,360443773019.4961,319492539864.50195,296619292884.7129,407236694672.92773,344254425294.10156,484208228613.88086,324800143572.2656,483243237232.666,300673441756.65234,561292549552.3438,566266006966.4219,436882665228.35156,881338405992.2812
2024-04-12,2726267407380.9375,3178050255771.1875,1989211846165.2188,1966314680969.25,226514557561.9336,1334861154464.9062,556064741684.1289,62287024196.91504,216957327141.39258,26953591489.4104,338726495518.2617,196345224465.55078,151927680456.79883,275520310577.6133,195445313620.62305,214888328578.08984,254575777600.26562,231055131320.54297,365494585996.8281,358551803065.3047,319492772643.0918,296618632561.7344,404913431081.27734,344255189897.46094,484611124968.47656,324338909157.22656,482077046199.9512,299062585287.9082,561293238233.0078,566264392096.7109,436882456560.77344,872565982643.625
2024-04-15,2666661665808.75,3073527283971.375,1933550985709.6875,1910143776088.125,215002498626.70898,1275291416319.6953,514279878176.78906,60740126113.58789,210604802734.375,26275023466.033936,329491365496.75195,195332926993.55078,154566951479.20117,259099581767.20312,189541435913.08594,207184183016.56055,250652584898.89844,229474432291.72852,365776936895.9531,355659416652.2422,319643047750.875,286260979671.12305,410841460051.71094,334899090461.15234,482918941835.7617,318560066113.28125,473724554178.2051,291119162120.6719,525276558830.6953,557228111433.0703,428934435364.76953,864957859290.9375
2024-04-16,2615549016097.5,3080511688892.9062,1964045077893.0312,1907023092987.8125,218537502288.81836,1302949349441.25,500362361357.60156,61591433078.109375,215157141371.9961,26723795044.555664,331525277959.24805,194037172018.67188,154354094993.86523,264174260481.26953,188135282043.45703,210851092514.64844,250910348058.29297,230230416960.0,366953446847.9531,348092709023.53516,316780711609.125,287801436511.4512,432285654267.1328,331826888386.7793,482193716101.88086,317535545886.71875,469805885265.6406,288699177346.8906,519273901014.52344,557371911378.6484,428962420986.9453,864166276730.2734
2024-04-17,2594239119360.0,3060152356031.1562,1942100091598.2188,1885801495510.0312,210087509155.27344,1259841997652.961,508910638047.58594,59439766923.17578,214357456823.96094,26558048215.48462,326165670971.16797,193510788454.66406,151885118902.9336,248917894633.53516,184795931324.25,207165850092.35156,252595283096.24023,232951940792.41992,369330019929.7031,356448377633.7656,320435681372.6836,290829259872.0,441597165320.5781,332899875544.166,480662697658.8086,318133677645.9961,473485550622.2617,288739412731.9336,523184625638.46484,560124357677.8594,429251505332.28906,867272035978.375
2024-04-18,2579414792145.9375,3024622779381.9375,1947987539495.1875,1864371958313.9688,211677494049.07227,1279293930965.6719,482471703437.53125,58344240433.49707,213783659480.02344,26570715332.85742,318827154432.0,194806527983.10938,149160724772.80078,265893967939.45312,184761630360.17188,206230353157.54395,254322141779.6582,236786835303.58008,370106484902.2969,351201345773.6367,317211341377.4531,291555232849.7539,454679411258.4336,329904316117.6953,477520032319.31055,315442220000.0,469370013283.58984,290899444721.6797,520566332800.0,557412970212.2812,424186018338.2422,864458253062.5938
2024-04-19,2547913420800.0,2965637150974.875,1924029330273.4375,1816623602087.875,190499992370.60547,1226444710463.7969,468323381572.0078,55828790638.3667,210096953636.03516,24154563559.81958,315748815736.75195,195656854152.4453,145584953417.33398,236990773306.0664,180401240432.34375,206560527723.0879,259761718635.89844,239343424653.23438,372106566182.3906,356430563891.7578,318604496220.5625,294653870321.7539,462008797939.71094,332352133594.3047,479695709520.9531,314670527371.09375,474755969431.3008,295385600000.0,533634351574.52344,554147006409.0703,424829716117.8906,876021908717.4766
2024-04-22,2560884559846.875,2979309133246.0312,1952218418737.7812,1843670527597.1094,198794994354.24805,1221922586228.75,452399431492.0078,56744046390.44238,210941834927.95312,23897768621.81836,314786841447.4453,194927998736.89062,146478892196.5332,240223053370.0664,183319599543.48438,205423256665.19238,261402232738.29102,242546035358.19727,378896864891.6133,359346377061.65625,321542820166.875,297274424733.041,452881656808.3496,333095406826.3047,484611124968.47656,317309381584.96094,477448947505.15625,298930223819.5801,544002598631.8281,559384859875.7734,426098435616.0,883598439063.7891
2024-04-23,2577252935638.125,3028424459137.6875,1976999611542.6875,1867700739865.1719,206057491302.49023,1258372508793.75,460775396188.78125,57890086305.663574,213657155476.01953,24895305470.302734,316326000310.33594,195656854152.4453,145925494564.26562,246089649577.53516,184658633148.4297,208578254959.36816,261790775118.6328,235343595659.3086,381162615168.0,360406686130.8281,321390825232.2656,300195986399.4512,448225873146.4336,335959500864.0,476150178565.88086,320511467471.6797,479310274584.5781,300647167268.0664,551843392366.6953,563041101996.8438,431761097082.9453,883769471324.0
2024-04-24,2609989922845.3125,3039495742079.4375,1987931580906.375,1837012805762.0938,199192504882.8125,1251777515520.0,516350020844.8125,58243676748.839355,215563760400.01562,23920176315.00586,317013127798.33594,195778324906.22656,146862011136.0,245233097333.40234,187268000624.34375,208963456286.73633,265719362978.29102,243901501773.1914,383758783608.35156,357924615705.41406,321694795776.0,297115072718.7949,448354972768.5547,330023234995.7969,482435447766.834,321048117056.6406,479389496706.5547,301976404721.6797,554543164083.9141,562822907116.6992,431462564800.0,876592218359.375
2024-04-25,2623424300027.8125,2965042815553.9688,1950499160064.0,1837029111844.4531,206580009460.44922,1125474888574.8438,542738010858.5625,59986140668.7334,213749631607.21094,25329416406.548096,317013692221.78906,194766027434.22656,149458704365.8672,249364878970.97656,182611856187.0586,206854008451.0166,266539628263.75977,242897889957.6172,383757784599.97266,357925171299.1875,331117670051.4375,296212023935.4512,454390695322.2656,329002474300.2715,485175186012.71484,320147790943.3594,480498364699.1328,305133322546.3867,555376050933.5625,562718708284.1133,431396780485.78125,875719090984.5469
2024-04-26,2614313635860.9375,3019136409217.6875,2150045594353.125,1868532974936.125,219337501525.8789,1124418369911.25,536710425047.0156,62287024196.91504,213946878906.25,25169314382.68457,322152848957.584,193794230511.10938,135709008456.93262,255268157064.64062,184876564086.91406,206780648764.9834,266539628263.75977,241385633526.5957,380666969915.6133,352165243052.70703,332333513575.40625,282631141800.3281,455761633615.72266,332084566118.5762,484772289658.11914,323394243471.6797,467152277298.4336,306259481273.19336,555720731547.7422,561695340736.2344,431387945964.0664,869480980365.9375
2024-04-29,2679169566720.0,2989646600960.0,2075279841230.25,1882472713958.8281,219392509460.44922,1097353561605.0,618864244894.2656,62034460604.82422,211935363281.25,25091281219.09546,320173918437.0293,193470287905.78125,133495442285.86719,259809145924.3203,188827196594.23828,205588350945.26367,267834764042.05078,242155512579.13477,381540246216.21094,353803912551.5156,329597836658.25,285995392980.7129,449946721276.85547,333779220619.2539,485521752525.8496,322130267899.41406,473566220155.58984,307071796180.4199,555117573341.3906,556211807808.0781,426424953521.1211,866795283866.1484
2024-04-30,2630218773516.5625,2893621059061.7188,2104159459564.0625,1820472550400.0,216005001068.11523,1118050545786.289,584516548647.0938,60502599964.782715,209315787087.28027,24694386958.986572,312643007040.0,190230939084.66797,131857698353.36914,255964266159.46875,185088606811.52344,203790730756.28027,266669136901.0254,241839316749.1914,385174846019.8242,348430076748.2422,327318125219.4375,287978512317.041,445042707231.4453,331222374008.4746,478348513756.1367,321866898470.21484,466339785140.5371,297215777193.69727,551292778126.1602,549602882432.3125,419675122163.7383,860086898103.7812
2024-05-01,2668134242271.0938,3032724487514.1562,2035780287800.5469,1862137057280.0,207602500915.52734,1141494308310.2344,607356477515.918,57596742854.245605,212282572904.78516,24156237222.377686,322651345869.1406,189664054971.77734,131424958972.54883,235884347002.19922,186845805346.4297,202653473692.9834,267359877080.6836,241176284293.2422,385646866823.64844,364310517912.4844,326254257304.59375,286349517573.91797,445419915322.2656,328992554312.4746,481431841699.7031,321564108635.7422,462806528105.08594,294193307544.7969,555465411646.1055,553539547720.5,411183021519.04297,862036805672.5
2024-05-02,2726918230131.5625,3054993395320.7656,2068853842035.75,1922307105592.9688,214542503356.9336,1147966016829.2969,574087851439.9219,57397934852.68799,215529738952.39258,24744697329.881836,323580208623.0469,189461598566.66406,132030800708.87695,238974533864.7422,205051066712.29688,206578874641.8955,267052911361.39453,241206904111.67383,386685334199.78906,360809470788.1172,324886399520.53125,284738219604.16406,453571838723.14453,332520622167.5254,488467214485.4219,326114516447.0215,463644147239.9004,296220557654.30273,554886388468.6328,554140005231.0,410053171587.51953,866293552065.9922
2024-05-03,2890032259633.75,3122721789575.2344,2076669400485.4688,1937812996281.3281,221972503662.10938,1174684658034.1797,577851132593.8125,59230299022.54834,219875874047.60742,25365995997.03369,325944584589.84375,190797823197.5586,133718507405.20508,243416298274.77344,204527330653.5703,208486548354.52734,267828336196.29688,242169252927.34766,388148645508.3867,359245143435.72656,322986646430.0156,290014748991.4512,453093407231.4453,339774976170.37305,482136624812.02734,331217022470.21484,462686872576.0,295335939936.0,547081838973.60547,555962231370.0,412358598571.45703,867590936401.875
2024-05-06,2786359408136.3906,3175553002299.547,2080607330994.0312,1963725327857.5781,230349998474.1211,1181211234567.5,589236550831.9219,60722518718.109375,223227063023.8037,26137913433.928223,333093954492.1875,190757338095.10938,134021428273.36914,251788772319.4453,203464703648.1797,213640926966.17578,268601287455.375,241715590682.3828,388101432624.1406,359141627716.83203,323138622039.1406,288137864331.2871,455349201832.3594,339220001243.32227,482539608154.0957,335488606213.8672,461297937472.0,299114034027.49805,551360643072.0,556080485596.2266,415405704956.3203,874181804031.6953
2024-05-07,2796939740571.2812,3042341649940.4688,2115502707200.0,1964349698431.6406,226385002136.23047,1152493097704.375,567071621454.1875,60388855038.16992,222630087071.41113,26533285616.70459,331939930458.9844,191445692961.78125,132766469211.83594,249606743932.67188,201562627935.8203,193316879252.9121,269764438575.5625,244740124522.05664,391263222146.78516,359584156428.6094,330227778081.15625,287042166086.6074,461409705097.3711,337634345632.9492,488584450522.0957,342079069157.22656,524364650776.3203,299795923922.7012,550642725568.0,556992234160.9297,421171358756.9922,876108968006.0625
2024-05-08,2802153512385.047,3051260512378.9062,2102801865316.25,1956440739840.0,226030006408.6914,1163224535214.7656,557217005528.9062,61420429204.67285,220744203960.32715,26685217193.928223,330419979082.03125,194361114624.0,129823795200.0,248297536765.78125,202010182192.08984,192221342050.78125,270755267359.375,243901501773.1914,389634562534.9531,358474988188.1953,328125541156.72266,283333828409.3926,463482069865.3711,335791012290.7793,486005320238.06836,338575376729.4922,521040774486.58594,299556328825.9043,561842221103.1172,558463009183.7344,422760992422.46484,876958673072.3438
2024-05-09,2830214943404.0625,3064490014679.0625,2110393479508.1719,1972050639360.0,221867504119.87305,1170165503616.4844,548446705880.90625,60507489284.7334,218279425039.67285,26799932516.3291,328308939082.03125,193510788454.66406,130213267245.91797,246309482351.72266,201998982665.40234,192877637563.47656,270884517328.4375,244795106892.53906,391877635067.6133,360641022279.6094,329847833394.9883,283245529522.78516,467000491461.91016,344323804720.9492,487133685894.12305,345507346415.03906,531313558256.9375,304919378228.50195,567154828160.0,561182906959.0703,423430316339.96875,882527926210.9375
2024-05-10,2806907045938.3594,3082476077281.25,2093435568602.4688,1951029263544.6094,224694995880.12695,1200204941051.1562,537284506328.90625,62697176119.52051,218627848353.51562,26746516618.048584,322731391568.5547,194604071577.9961,129174677874.79492,245549814671.16797,203212212670.12695,192859403269.04297,272521530223.3125,247173487746.48242,393789378744.35156,360785417207.7656,329417260335.4219,283863594784.0,471982641910.40625,343322853757.15234,487456084866.041,349121914842.77344,529160296805.64844,305601296245.1953,570801861349.418,565615276033.0625,424815461945.53516,889525233090.9062
2024-05-13,2856436123320.6562,3074895202979.8438,2115822945652.6094,1962492664684.875,225997505187.98828,1185703314812.25,559579317764.7109,61983024382.04883,216473854676.26953,26629411422.7959,321901547207.16797,197114564983.5547,130921459053.19482,244104422414.84375,205589425987.79883,192932326538.08594,273900092480.75,248699505503.34766,391476415583.71875,363938162215.9219,327894946047.3867,284799503702.95703,470997823193.625,337901913108.67773,486891902038.0137,343782136427.7344,528936020841.40625,303223849217.8008,570686970010.582,571659900031.6875,424153100888.6719,880775658655.5352
2024-05-14,2874070244691.9375,3096002935480.3125,2115009595940.3438,1946762678357.8125,228390007019.04297,1195431945165.6562,566242447006.2656,63953489930.90332,213265585269.7754,26502870317.80371,334349402567.16797,198207848106.88672,133238648745.35059,247554047969.66406,210901865609.41797,192057261218.26172,271832257311.375,247283473465.07812,391216798739.6836,364323239839.6875,326297216721.78906,285346919076.8711,472967460627.1875,337446047328.0,482459023783.9453,345001772427.7344,527859373003.2969,301528320207.0996,578670209149.6055,568283785130.875,420854464110.83984,886487634280.5
2024-05-15,2909185464647.3438,3144461513461.7188,2126875711234.1406,1935523531648.3594,236574993133.54492,1211501653574.8828,554888903248.0781,66555134644.58203,220708061775.5127,26562901574.117554,336451691832.83203,201123254322.67188,134182695962.38965,258076217295.16797,217196443508.70898,188207834996.5996,274030280445.6797,248132167140.2754,393246670011.7539,367427840964.1172,335280517179.4492,289231827582.2637,476345257936.03125,346009320923.34766,486648267094.4844,349055378415.03906,533026587041.6172,302185469982.31445,580393228686.4883,579397370496.0,429101123328.0,894062959961.25
2024-05-16,2911025481769.9688,3128928013281.25,2160284766013.125,1910963950051.875,232107103332.33008,1200362081908.75,557599693941.2812,65441067355.32715,216330242187.5,26307366561.430664,337917790302.8906,195737839803.77734,137443924686.96094,262844326909.78125,215700927152.9629,188447649807.1289,272780013727.875,251737800668.86523,396173107212.03516,371302597336.0781,331494183073.15625,290220737389.21484,479769119436.75,339656057292.2715,515907163851.8086,351729720528.3203,528756579535.0547,296884027973.40234,581427031644.9766,572580607552.0781,426572419497.9844,892421787012.4688
2024-05-17,2911485486050.625,3123130820741.0938,2182844695900.3125,1922098929137.5781,227482610891.36133,1197013843836.25,565955430696.9844,64660670817.25488,216576636718.75,26763260876.121094,341624474880.0,195049469490.67188,136585709616.93506,265834510304.5547,216359398484.70898,188228880000.0,271530701439.5,250472996371.46094,395653873523.96484,372169003628.03906,332279347984.5781,293876074178.43555,482861599635.1875,341122763780.67773,521065424419.8633,352944917157.22656,536696660547.7656,299795923922.7012,588089283296.6289,573112613525.2031,427873874790.46484,901661934408.6719
2024-05-20,2929426354935.6094,3161258606100.4688,2193312669237.3281,1910027235398.6719,233142685913.7578,1197014133247.2422,565954473033.3164,65529118475.206055,217141121093.75,27612997684.945312,344445979475.6836,195049396128.59766,137744300370.70117,268840847920.83203,220712025797.61914,188228805376.79883,271530652781.25,250472223808.59375,395653011803.5469,372169596352.1758,332278410946.8242,293876183073.02344,482861612370.0625,341123876185.6094,521065859808.8672,351698672000.0,536696926123.9922,299794528420.9453,588089501247.2383,573112797808.25,427874065780.71094,892302980352.0
2024-05-21,2949514222436.7188,3188758242938.9062,2195024707035.1875,1910034656347.6562,234633349809.71484,1189229790097.6562,595104715580.5312,64841864352.09082,217140886750.48828,28034848151.80664,344750262072.83203,190068967782.0039,136645458491.10938,268842037213.72266,224160664239.08984,187791354294.4336,271013750863.9375,248946978614.5957,397329588792.35156,364058901302.28516,331190219594.6992,287713178345.7422,481867568080.03125,333135056533.62695,525095319331.8633,355215655471.6797,528666841769.41406,294819910590.1992,572955613861.418,569919551380.7812,427306867908.041,892204872166.8438
2024-05-22,2927279590299.2812,3199757916221.4062,2189122826467.5,1905760650211.875,233560852512.39453,1186537962881.25,574406790892.4531,64519323737.64844,216800636718.75,27597914572.21875,344667279747.1289,192053077623.5547,133750852205.7334,267531640753.9414,226482054119.4922,187809574680.17578,271401467904.0,250335508978.8086,396055093007.8594,369425389824.0,332051404361.4453,281850504116.5215,479842709792.0625,327817673918.041,525901286016.0,355628110943.3594,518035209611.28906,290396793877.1953,569480873862.0469,563864201706.9531,424387818630.46484,894247311838.6875
2024-05-23,2887408287164.625,3173596267520.0,2153686117871.0938,1884332187000.4844,256500843394.21094,1181464903041.25,574056103449.2188,64567980961.86035,216522878906.25,27824739037.29883,341062589878.33594,187742539106.92383,128046645906.2666,259304604028.67188,225176265925.61914,183507213076.17188,267481225136.0625,246458612042.05664,391835637467.1289,360279998236.1953,332026051527.1328,285279455969.3828,477689958930.97266,324148720215.83594,522596742672.3281,353179987270.5078,509197922066.8203,289235713788.39844,565489254292.5352,561853398158.5078,421822229891.9375,877536936345.0938
2024-05-24,2975827588203.6406,3223434119289.953,2206956523075.078,1880992892160.0,263098756268.47656,1218231924149.0156,592588955489.6992,65242259353.76953,213266012767.97852,28078976467.335938,337819368265.66406,190348457090.67188,130771040036.39941,268889335248.27734,234761760681.15234,185512554294.4336,271007575040.0,244698882499.7871,395671082853.7969,362688176373.0547,327973578741.3008,279712868990.90625,471802310116.0449,326023290120.8496,526949036556.2461,361607582262.09375,508794170571.2969,290728514976.0,576372908191.3711,564398078828.375,424359601620.6094,880021878236.0625
2024-05-28,2975984380167.8906,3224633117939.9062,2187536403337.5,1895562068195.1562,281464193300.125,1222562586055.1719,563691077376.0,65455895752.24219,214611737791.97852,28176660681.66797,342161998053.0293,189774379777.78125,132218376447.86621,277374962832.27734,237797282043.45703,186752222050.78125,266318074015.875,238361099686.92188,390358131319.2656,347476479391.6875,319362001607.1328,274310231876.8711,463579522147.21875,329633520241.6992,524208737531.91797,363143811617.33203,515253920700.2344,290852339721.6797,572898168192.0,557180964854.0781,418622210331.1172,873150980955.8203
2024-05-29,2980683358852.578,3216015558121.828,2183129914187.25,1894209318215.3906,283747507569.1094,1208398804355.8125,561905133233.8125,64446567716.7334,214239426558.68457,28420654259.23828,340100615589.0293,185647571439.6914,128259486152.93262,266917435055.72266,232418153869.6289,183908270192.8711,265801123440.3125,235295302847.34766,386864013911.34375,347620874319.84375,318880780850.3613,273338998014.26367,446129029956.7969,323176927585.959,523241540616.16406,357694854742.1875,509736211760.9453,286938708837.8906,568906548622.4883,552821831778.5625,416167375537.89844,872664635498.7422
2024-05-30,2996347258500.578,3081955987978.2812,2135506432528.0,1866111530837.8125,273059877376.0,1189777098093.8438,570197023703.0156,63214332882.96387,200006136626.65234,28118482744.652344,321823020214.33594,185808712158.84668,128514904192.13379,269519695168.0,228556803405.76172,185403162436.52344,266964274560.5,234374196053.94336,389089727589.7969,349642476760.0781,315410824215.71094,276023127885.91406,443303441192.0156,326419494524.08203,522999756760.0547,361606563270.5078,511351149293.1797,289425877954.10156,572409989547.4648,557838891559.4688,415819374777.4922,882160322986.25
2024-05-31,3011384707328.0,3195791238352.1875,2187472488960.0,1864512160844.4375,280066273895.46094,1203627709563.5938,567932719045.3594,61567793912.211914,213552849410.91406,27944605300.476074,322097887985.1094,187339664256.0,131324437668.66699,269762131805.22656,231133556692.01758,189432093076.17188,271099912032.125,237701185375.34766,388337425019.6133,352987760580.1172,321466508118.44336,284728880760.69336,458837464569.125,332061780696.0547,530011796043.8086,359189461056.6406,526020159506.8203,296814245581.0547,581886509363.9062,552464395714.1875,415950816054.08203,895837468175.2031
2024-06-03,3039266429580.4688,3073408650301.4062,2148260395660.5312,1884590157197.3438,293776696320.0,1231112395982.25,562224024023.0156,61259622063.87891,210796761272.72168,27603583332.443237,327842263719.4453,187943991901.07617,128940592804.80078,264347508049.38672,233240435153.6211,187353814680.17578,271099912032.125,235405288565.94336,388597041863.64844,355562925875.64844,328841230547.1133,282874711922.08594,460754813059.4375,325259323071.8906,530495363756.02734,361522745400.97656,513414672978.8281,287962860278.3203,579560463661.8594,548246827774.75,412340886578.02734,897219803873.3438
2024-06-04,3044278992193.6562,3092361176279.0625,2154457228942.9375,1866319548501.0938,297447618690.7031,1229823246030.25,557376475255.1719,61672992796.76367,215286194678.54297,27509071639.053345,330013589097.8613,191046162064.3086,127833805659.60059,258593448338.4961,231496021299.17188,188374726538.08594,275450944207.4375,239062235043.13477,394166973779.6836,355707320803.8047,329583846713.91797,286318152939.4785,465245416793.625,325507226575.8906,536781989980.1367,366843233592.97656,505429723083.2969,285530552929.6875,571921810902.9297,552383332668.5625,413810895062.87695,887574405669.25
2024-06-05,3068087947569.875,3151373733918.75,2167418588958.2812,1886508377287.0312,312782777518.6875,1257051403121.7656,563251494400.0,65485559617.31543,218853727892.35742,28124437792.785645,337049767864.75195,185405837307.92285,131026458075.60059,268582232399.16797,238262468746.7461,185038560000.0,275364783039.25,238512327427.7871,391901259516.1758,351303091879.9219,327872244699.27734,292145529170.08594,463064108780.8125,327490454607.8906,540731269776.3281,369906936136.51953,507448412111.0547,283427416186.52344,566465611581.6055,557446378176.0,413746978692.0996,899674089801.2109
2024-06-06,3046315136619.6406,3155164057661.4062,2193431232487.875,1925220940800.0,309099069774.6094,1253750487096.9375,567486233009.8125,64937792836.85449,219972492569.45703,28048748272.888184,339440979072.0,186251883716.07715,129493982317.7334,269568182495.4453,235496429794.10156,184509876730.95703,276355628256.625,238113626575.67383,397612794072.0703,352386090564.1172,330582369933.0117,297672710742.2578,461959663604.7656,328323406749.93164,541214898979.8633,373604687336.97656,511261445752.46875,285164770605.46875,565460553366.9297,562604551450.6914,415618120823.8008,887776600064.875
2024-06-07,3084065192134.2344,3150184537139.2188,2164961391905.8125,1917936352782.4219,308818064418.9375,1251719088590.1797,566019179656.8281,65186651097.52734,223477603549.81445,27743835460.69336,346092368123.16797,184680650281.30762,130856179382.7998,271329954493.78125,232325585403.79688,185111483269.04297,275321710671.9375,235144075106.48242,394284987983.8594,353974508219.8828,330962275971.5664,299173684034.43555,451623729673.59375,324287530442.0137,530978931468.2461,374875223641.166,505788605696.0,285439107348.6328,574190410935.5586,565914716544.8008,416646342980.2324,893560746275.5391
2024-06-10,2961321310946.625,3180062340720.625,2171173924647.9688,1946658510734.0625,2995827061363.297,1276196917539.586,554251024343.0156,66754402276.94531,220841568312.72852,27874881480.10254,342189489024.0,184720931618.92383,131579847588.5332,259159142046.33594,235395237013.2539,187299125705.5664,273943164848.0625,228077655263.34766,394969448760.35156,354094849567.6875,333039198709.3008,301010203873.7363,455590586880.0,329771154740.02734,539683519236.08203,376098832592.68945,507268970804.7031,286646122045.89844,573214053646.4883,558543011354.6914,416146126032.0,886330733348.9375
2024-06-11,3176458714779.2812,3215811732520.9375,2192242692089.875,1948427613624.6094,2974180624333.1875,1288562760519.1172,544268861834.71875,67707195723.35742,222161989040.72852,28050048371.887207,340485405304.75195,184398634811.92285,131622417261.7334,256928650995.05078,234461974667.67773,183890049807.1289,273770842511.6875,226936598010.3828,395276242475.7539,353204352972.35156,333925659015.1328,296136385561.3926,456713457732.7969,332904658661.9863,536745449066.26953,376528854562.11914,503186758091.2969,286188922045.89844,558137786062.4883,557791636352.8008,415951608212.2324,881228487680.0
2024-06-12,3267236792492.0625,3278094524600.3125,2187154678581.7188,1944889407843.5156,3100089680492.7188,1278302725975.7656,565413223895.0156,69305070398.6543,220807954086.54297,28115353598.510742,385835840482.21875,184156078867.8164,130983770482.47607,261279343520.71875,241389729662.2129,183762437563.47656,271054923137.4121,225231850838.5957,389847913199.5781,350837997968.5547,329771852187.27734,298119925099.08984,453814250524.78125,341254061991.83594,533367115640.53125,375863852050.11914,501660944781.0625,284222833182.1992,550010954659.0234,553845159981.5859,412012142912.0,886797883806.25
2024-06-13,3285177661377.047,3281959244021.7188,2174313623012.7812,1913045238229.4531,3188185765111.5312,1278664748153.75,581933304536.9062,77807922097.49707,205515515625.0,28253754746.520996,384379133562.77344,183994574506.94824,129664252891.19922,260724937606.3125,244101845848.85156,182468066923.82812,274249654754.8496,224544455830.5957,392750911368.21094,353300937624.01953,331796505687.5625,294123294893.91406,460631585128.2539,344962688727.9453,536504091318.66406,375043693108.92773,499149162798.65625,283628228222.3906,556127625814.9297,563809447553.8125,419319042880.0,875942915375.9766
2024-06-14,3258342986433.047,3289317384919.0625,2194299700696.3125,1911276135338.9062,3244024012732.25,1278816933756.25,567709451695.9219,80764028929.19922,235338878906.25,28950954283.081055,379651693090.21875,184641303495.29883,129621691337.33398,260284707015.75,241322489797.36133,182249311025.39062,269462882703.6875,225204349164.53906,393647740091.6133,353519540520.04297,327948225906.9883,297708008740.8711,457541798636.8125,343931401678.041,539078021653.73047,379348458718.834,494930616180.4375,283127204227.21875,556472212195.0234,562707569474.7188,418970400186.9453,875487920178.7891
